date,A,B,C,D,E,F,G,H,J,K,L,M,N,O,P,Q,R,S,T,Power
5/9/21 00:00,1617.4566,5.3136,448.0434,0.0648,128.304,12.5226,9.9306,2.6082,6.2046,9.9468,2033.5212,1.5876,4.3416,455.22,0,0,0,0,0,21.708
5/10/21 00:00,1617.7482,5.2002,447.8976,-0.0486,128.304,12.4578,9.8658,2.592,6.156,9.882,2034.477,1.458,3.7908,370.494,0,0,0,0,0,21.7566
5/11/21 00:00,1617.9102,5.265,447.9462,0.0324,128.466,12.4902,9.9144,2.592,6.1884,9.9306,2034.3636,1.6524,6.3666,277.992,0,0,0,0,0,21.789
5/12/21 00:00,1617.9102,5.2488,447.93,-0.1296,127.656,12.4902,9.8334,2.6406,6.1398,9.8496,2034.477,1.7496,4.9248,284.958,0,0,0,0,0,21.8376
5/13/21 00:00,1617.9912,5.2974,447.9786,-0.1782,127.008,12.5226,9.8172,2.7054,6.1236,9.8334,2034.3474,2.2194,4.6656,287.55,0,0,0,0,0,21.8862
5/14/21 00:00,1617.7644,5.3946,448.0758,-0.2106,126.36,12.5712,9.801,2.7702,6.1236,9.8172,2033.667,2.5596,5.3946,188.406,0,0,0.324,2.8188,4.0662,21.951
5/15/21 00:00,1617.7158,5.4108,448.1082,-0.405,125.064,12.5874,9.72,2.8674,6.0588,9.72,2033.5212,2.0412,4.86,291.438,0,0,0,4.374,5.0058,22.0158
5/16/21 00:00,1617.5862,5.427,448.1406,-0.5022,124.416,12.5874,9.6714,2.916,6.0426,9.6876,2033.2944,1.5876,4.212,223.56,0,0,1.9602,7.5006,9.3798,22.0644
5/17/21 00:00,1617.4566,5.4432,448.1568,-0.6156,123.768,12.6036,9.6228,2.9808,6.0102,9.639,2033.1,2.1708,5.913,363.528,0,0,4.5684,13.7538,19.6992,22.1292
5/18/21 00:00,1617.57,5.3784,448.092,-0.6966,123.606,12.5712,9.5904,2.9808,5.9778,9.6066,2033.5374,3.483,7.5654,372.114,0,0,8.7966,22.8258,23.7654,22.194
5/19/21 00:00,1617.7158,5.2974,447.9948,-0.7614,123.768,12.5226,9.558,2.9484,5.9616,9.5742,2034.1368,3.1914,5.8482,346.032,0,0,10.1088,26.5842,29.7108,22.2426
5/20/21 00:00,1617.8454,5.2974,447.9786,-0.8748,123.12,12.5226,9.5094,2.997,5.9454,9.5256,2034.315,4.0662,7.533,383.616,0,0,12.393,31.59,31.8978,22.2588
5/21/21 00:00,1618.0236,5.3946,448.0758,-0.9396,122.148,12.5712,9.477,3.0942,5.913,9.4932,2034.072,3.9366,7.209,393.498,0,0,15.0012,37.5354,40.0302,22.275
5/22/21 00:00,1617.9912,5.4594,448.1406,-1.0692,121.176,12.6036,9.4284,3.1752,5.8806,9.4446,2033.7966,3.8232,8.6994,392.364,0,0,19.8774,48.1626,56.6028,22.2588
5/23/21 00:00,1617.7806,5.508,448.2054,-1.0368,121.014,12.636,9.4446,3.1914,5.8968,9.4608,2033.262,3.9366,7.9542,379.404,0,0,25.758,60.3612,62.856,22.2264
5/24/21 00:00,1617.7482,5.6538,448.3512,-1.0854,120.042,12.717,9.4284,3.2886,5.8806,9.4446,2032.5816,4.0824,7.857,367.416,0,0,24.7698,58.7898,69.1092,22.194
5/25/21 00:00,1617.6672,5.832,448.5456,-1.0044,119.556,12.8142,9.4608,3.3534,5.8968,9.477,2031.6744,3.4506,8.8938,366.444,0,0,32.2704,75.9942,83.4948,22.1778
5/26/21 00:00,1617.5862,6.0426,448.7562,-0.9558,118.746,12.9276,9.477,3.4506,5.913,9.4932,2030.6214,3.483,8.5698,383.94,0,0,34.5546,81.3078,85.374,22.1778
5/27/21 00:00,1617.6186,6.2694,448.9668,-0.891,117.936,13.0572,9.5094,3.5478,5.9292,9.5256,2029.617,3.8394,7.4682,386.208,0,0,33.9066,80.6922,85.374,22.2102
5/28/21 00:00,1617.7158,6.3828,449.0802,-0.7776,117.936,13.122,9.558,3.564,5.9616,9.5742,2029.212,3.9528,7.5978,398.844,0,0,39.771,95.3856,102.8862,22.275
5/29/21 00:00,1617.489,6.4962,449.2098,-0.6966,117.774,13.1868,9.5904,3.5964,5.994,9.6066,2028.3858,3.8394,7.4034,387.504,0,0,40.743,96.633,103.518,22.3398
5/30/21 00:00,1617.3108,6.3504,449.0802,-0.5346,119.394,13.1058,9.6552,3.4506,6.0264,9.6714,2028.7908,3.3858,7.533,360.612,0,0,42.7032,101.0232,112.266,22.4046
5/31/21 00:00,1617.0516,6.2694,449.0154,-0.4698,120.204,13.0572,9.6876,3.3696,6.0588,9.7038,2028.8232,3.0618,5.184,369.036,0,0,43.6752,104.1498,108.216,22.4856
6/1/21 00:00,1616.5818,6.2856,449.0802,-0.3564,120.69,13.0734,9.7362,3.3372,6.0912,9.7524,2028.1266,3.4344,8.6346,356.886,0,0,47.5956,112.59,116.3322,22.6152
6/2/21 00:00,1616.4522,6.2694,449.064,-0.2592,121.338,13.0572,9.7848,3.2724,6.1074,9.801,2027.997,2.4948,5.6538,367.092,0,0,50.5278,119.475,126.6678,22.7448
6/3/21 00:00,1616.193,6.3666,449.1936,-0.2106,121.014,13.122,9.801,3.321,6.1236,9.8172,2027.2356,4.1958,7.7922,366.606,0,0,58.6764,137.6028,143.2404,22.8744
6/4/21 00:00,1616.0796,6.5286,449.3556,-0.1458,120.528,13.2192,9.8334,3.3858,6.1398,9.8496,2026.3284,4.617,10.3842,363.042,0,0,56.0682,131.0418,143.2404,22.9878
6/5/21 00:00,1615.9986,6.723,449.55,-0.081,119.88,13.3164,9.8496,3.4668,6.156,9.882,2025.3726,3.8232,7.7274,375.678,0,0,54.108,124.1568,149.1696,23.0688
6/6/21 00:00,1615.8042,6.8526,449.6958,-0.0162,119.556,13.3974,9.882,3.5154,6.1722,9.9144,2024.5302,5.5728,9.9306,376.65,0,0,70.4052,161.0604,184.2102,23.1498
6/7/21 00:00,1615.707,6.966,449.8254,-0.0162,118.908,13.4622,9.882,3.5802,6.1722,9.9144,2023.866,4.5684,10.935,377.784,0,0,78.2298,177.0174,196.7166,23.1984
6/8/21 00:00,1615.2372,7.1928,450.0846,0,117.936,13.5918,9.8982,3.6936,6.1884,9.9306,2022.3108,4.7304,11.8422,387.666,0,0,85.0824,189.216,196.7166,23.247
6/9/21 00:00,1615.0266,7.3548,450.2628,0.0324,117.288,13.689,9.9144,3.7746,6.2046,9.9468,2021.274,5.2002,12.5226,361.422,0,0,74.3256,167.0058,176.0778,23.2632
6/10/21 00:00,1614.3462,7.5006,450.4734,0.1134,116.964,13.7862,9.9468,3.8232,6.2208,9.9792,2019.7512,3.159,8.7642,335.016,0,0,64.5408,145.7352,161.6922,23.2794
6/11/21 00:00,1614.1518,7.5816,450.5544,0.0648,116.316,13.8186,9.9306,3.9042,6.2046,9.963,2019.168,5.1192,11.9394,359.802,0,0,64.8648,146.6748,163.8792,23.3118
6/12/21 00:00,1613.8764,7.7274,450.7326,0.1782,116.154,13.9158,9.9792,3.9366,6.237,10.0116,2018.1474,3.0456,8.4402,352.512,0,0,89.9586,201.3984,233.928,23.3766
6/13/21 00:00,1613.358,7.8894,450.9432,0.162,115.182,14.013,9.963,4.05,6.237,10.0116,2016.738,5.8644,11.3562,370.98,0,0,115.3926,253.3194,278.964,23.4414
6/14/21 00:00,1613.1312,8.0838,451.1538,0.2754,114.858,14.1264,10.0278,4.1148,6.2694,10.0602,2015.5716,4.1958,11.8098,375.192,0,0,102.6756,226.7352,278.964,23.5224
6/15/21 00:00,1613.1312,8.2944,451.3644,0.3564,114.21,14.256,10.0602,4.212,6.3018,10.0926,2014.6158,4.617,10.449,391.392,0,0,112.7844,248.6214,260.5122,23.6196
6/16/21 00:00,1612.9368,8.4402,451.5102,0.3078,113.2866,14.337,10.0278,4.3092,6.2856,10.0764,2013.7572,7.4682,15.3414,371.466,0,0,84.0942,185.4576,253.9512,23.7168
6/17/21 00:00,1612.8072,8.4726,451.5588,0.3726,113.4,14.3694,10.0602,4.3092,6.3018,10.1088,2013.417,4.8924,9.7362,379.728,0,0,34.8786,81,106.9524,23.814
6/18/21 00:00,1612.8882,8.6022,451.6884,0.3888,112.9302,14.4504,10.0764,4.374,6.3018,10.1088,2012.9472,6.9012,11.8422,385.56,0,0,32.2704,77.5656,89.4402,23.895
6/19/21 00:00,1613.196,8.6508,451.7208,0.4374,112.8492,14.4828,10.0926,4.3902,6.318,10.125,2013.0768,6.4638,11.7774,390.096,0,0,29.0142,71.3124,100.3914,23.9598
6/20/21 00:00,1613.682,8.748,451.7694,0.5346,112.8816,14.5476,10.1412,4.4064,6.3504,10.1736,2013.2226,4.9896,12.5874,415.53,0,0,16.2972,43.4646,50.3496,23.976
6/21/21 00:00,1613.52,8.6022,451.6236,0.8586,115.344,14.4504,10.287,4.1634,6.4314,10.3194,2013.6438,6.1722,12.3282,394.47,0,0,10.7568,34.7166,46.2834,24.0084
6/22/21 00:00,1613.4552,8.2134,451.251,1.3446,119.88,14.2074,10.5138,3.6936,6.5772,10.5624,2015.2152,5.5728,13.4946,406.296,0,340.2,12.393,39.7224,48.4704,24.0408
6/23/21 00:00,1613.5362,7.776,450.8136,2.0574,126.036,13.9482,10.854,3.0942,6.7878,10.8864,2017.062,6.1398,9.8658,420.39,0,0,15.3252,44.7282,59.1138,24.0084
6/24/21 00:00,1613.6982,7.371,450.3924,2.43,130.41,13.7052,11.0322,2.673,6.9012,11.0808,2018.9898,5.67,10.6758,406.134,0.162,129.6,15.9732,46.5912,66.9222,23.8788
6/25/21 00:00,1613.8116,7.0632,450.0684,2.7378,133.974,13.527,11.178,2.3328,6.9984,11.2266,2020.464,5.3298,11.6802,402.894,0,0,30.6342,72.8676,106.0128,23.6682
6/26/21 00:00,1613.8764,6.966,449.9712,2.7864,134.784,13.4622,11.2104,2.268,7.0146,11.2428,2020.9338,5.4432,10.7082,385.884,0,0,21.5136,54.4158,60.669,23.4414
6/27/21 00:00,1613.763,7.0794,450.0846,2.8026,134.298,13.527,11.2104,2.3166,7.0146,11.259,2020.3344,4.8114,9.801,381.996,0,0,22.8096,55.3554,67.554,23.2308
6/28/21 00:00,1613.5848,7.1928,450.2142,2.7702,133.488,13.5918,11.1942,2.3976,7.0146,11.2428,2019.6216,4.6818,11.0322,376.812,0,0,13.041,35.0244,53.1684,23.0688
6/29/21 00:00,1613.6334,7.3386,450.36,2.7864,132.678,13.689,11.2104,2.4786,7.0146,11.2428,2019.006,5.2326,9.153,370.17,0,0,6.1884,22.2102,29.7108,22.9878
6/30/21 00:00,1613.6658,7.452,450.4734,2.835,132.354,13.7538,11.2266,2.511,7.0308,11.2752,2018.5038,5.7672,12.5874,388.314,0,0,4.8924,16.8804,19.6992,22.9554
7/1/21 00:00,1613.9574,7.614,450.603,2.916,131.868,13.851,11.2752,2.5758,7.047,11.3076,2018.1474,4.9086,8.1162,374.868,0,0,5.5404,14.3856,17.5122,22.9554
7/2/21 00:00,1613.8602,7.8246,450.846,2.9646,130.896,13.9806,11.2914,2.6892,7.0632,11.34,2017.0134,5.7672,10.6434,391.554,0,0,2.9322,7.5006,12.8304,22.9878
7/3/21 00:00,1613.6982,8.0514,451.0728,3.0294,130.086,14.1102,11.3238,2.7864,7.0956,11.3724,2015.8308,4.4874,10.449,367.092,0,0,0.648,3.4344,4.0662,23.0202
7/4/21 00:00,1613.6334,7.8894,450.927,3.0132,130.896,14.013,11.3238,2.6892,7.0956,11.3724,2016.4302,4.6656,10.0602,375.516,0,0,0,0,2.4948,23.0688
7/5/21 00:00,1613.7792,7.9704,450.9756,3.0942,130.896,14.0616,11.3562,2.7054,7.1118,11.4048,2016.2844,4.3578,9.153,375.516,0,0,0,0,0,23.1336
7/6/21 00:00,1614.0708,8.0028,450.9918,3.1266,130.896,14.0778,11.3724,2.7054,7.128,11.421,2016.4788,3.807,7.6626,392.85,0,0,0,0,0,23.2146
7/7/21 00:00,1614.0708,8.0028,450.9918,3.1266,130.896,14.0778,11.3724,2.7054,7.128,11.421,2016.495,3.6936,14.013,362.07,0,0,0,0,0,23.2956
7/8/21 00:00,1614.1356,8.1,451.089,3.1104,130.248,14.1426,11.3724,2.7702,7.1118,11.4048,2016.1386,6.237,12.069,375.678,0,0,0,0,0,23.409
7/9/21 00:00,1614.2814,8.2782,451.251,3.159,129.6,14.2398,11.4048,2.8512,7.128,11.4372,2015.5068,6.3828,12.5874,399.816,0,0,0,0,0,23.49
7/10/21 00:00,1614.2976,8.5212,451.494,3.1752,128.304,14.4018,11.4048,2.997,7.1442,11.4372,2014.4376,5.7024,11.6478,400.464,0,0,0,0,0,23.5548
7/11/21 00:00,1614.5892,8.6508,451.5912,3.3048,128.304,14.4828,11.4696,3.0132,7.1766,11.502,2014.2108,4.8438,10.9026,389.61,0,145.8,0,0,0,23.6034
7/12/21 00:00,1615.059,8.4402,451.3482,3.6126,131.22,14.3532,11.6154,2.7216,7.2738,11.664,2015.6364,4.941,10.6434,411.318,0,307.8,0,0,0,23.7006
7/13/21 00:00,1616.0148,8.1486,450.9918,4.0662,135.594,14.175,11.8584,2.3166,7.4196,11.8908,2018.0016,2.997,7.4034,461.862,0.972,972,0,0,0,23.895
7/14/21 00:00,1616.9382,7.29,450.0522,3.8232,139.158,13.6566,11.7288,1.9278,7.3224,11.745,2023.0884,3.3048,8.3106,574.614,1.62,972,0,0,0,24.0246
7/15/21 00:00,1617.7158,5.427,448.1244,2.3814,141.588,12.5874,10.9998,1.5876,6.8688,11.016,2032.8246,3.2724,6.4962,515.484,1.296,972,0,0,0,24.0084
7/16/21 00:00,1618.3314,4.131,446.7798,1.5714,144.666,11.8908,10.6272,1.2798,6.6258,10.6272,2039.7096,2.4786,5.7834,414.882,0.972,923.4,0,0,0,23.8788
7/17/21 00:00,1618.704,3.3696,445.986,1.1178,146.61,11.502,10.4004,1.0854,6.4962,10.4166,2043.792,2.9808,5.0544,447.93,0.972,972,0,0,0,23.6034
7/18/21 00:00,1618.8012,3.1266,445.743,1.0692,147.744,11.3724,10.3842,1.0044,6.48,10.3842,2044.9908,2.8998,7.4034,429.948,0.486,972,0,0,0,23.2632
7/19/21 00:00,1618.8822,3.1266,445.743,0.9234,146.772,11.3886,10.3032,1.0692,6.4314,10.3194,2045.1042,3.5802,5.8482,438.21,0.486,907.2,0,0,0,22.8744
7/20/21 00:00,1618.9146,2.9808,445.581,0.648,145.962,11.3076,10.1898,1.1178,6.3504,10.1898,2045.9142,3.9528,8.3106,429.948,0.648,972,0,0,0,22.4694
7/21/21 00:00,1618.866,2.7216,445.3218,0.5832,147.258,11.178,10.1574,1.0206,6.3342,10.1574,2047.0806,4.374,6.6258,407.268,0.162,356.4,0,0,0,21.9996
7/22/21 00:00,1618.9794,2.8026,445.4028,0.7938,148.068,11.2104,10.2546,0.972,6.399,10.2546,2046.7566,3.7908,6.885,422.01,0,0,0,0,0,21.3516
7/23/21 00:00,1619.3196,3.1914,445.7592,0.972,146.772,11.4048,10.3356,1.0692,6.4476,10.3356,2045.3958,3.5478,5.3136,423.468,0,0,0,0,0,20.8818
7/24/21 00:00,1619.4978,3.3534,445.905,0.9072,145.314,11.4858,10.3032,1.1826,6.4314,10.3032,2044.9098,3.7584,6.0426,420.552,0,0,0,0,0,20.5092
7/25/21 00:00,1619.8866,3.2886,445.824,0.9234,145.8,11.4696,10.3194,1.1502,6.4314,10.3194,2045.6388,3.078,4.86,433.026,0,0,0,0,0,20.2176
7/26/21 00:00,1620.1782,3.2562,445.7592,0.9558,146.286,11.4372,10.3356,1.1178,6.4476,10.3356,2046.1896,2.7378,5.6538,418.284,0,0,0,0,0,19.9584
7/27/21 00:00,1620.5346,3.3696,445.8402,1.0692,146.286,11.502,10.3842,1.1178,6.4638,10.3842,2046.0924,2.7864,5.5242,426.546,0,0,0,0,0,19.7316
7/28/21 00:00,1621.0692,3.564,446.0022,1.1988,145.8,11.5992,10.449,1.1664,6.5124,10.4328,2045.8008,2.7864,7.1442,439.992,0,0,0,0,0,19.5534
7/29/21 00:00,1621.3446,3.6612,446.067,1.1502,144.99,11.6478,10.4166,1.215,6.4962,10.4166,2045.7846,3.2076,5.3298,424.602,0,0,0,0,0,19.4076
7/30/21 00:00,1621.458,3.5802,445.986,0.891,143.694,11.6154,10.3032,1.3122,6.4152,10.287,2046.3192,4.1472,6.4314,405.648,0,0,0,0,0,19.2942
7/31/21 00:00,1621.7658,3.5964,445.9698,0.7452,142.722,11.6154,10.2384,1.377,6.3666,10.2222,2046.6918,3.2886,5.589,417.96,0,0,0,0,0,19.197
8/1/21 00:00,1622.187,3.6288,445.9698,0.729,142.398,11.6316,10.2222,1.4094,6.3666,10.206,2047.0644,2.9322,6.4962,426.87,0,0,0,0,0,19.116
8/2/21 00:00,1622.5758,3.5802,445.905,0.6804,142.398,11.6154,10.206,1.4094,6.3504,10.1898,2047.7772,3.0942,6.4962,421.848,0,0,0,0,0,19.0188
8/3/21 00:00,1622.916,3.5964,445.8888,0.6804,142.236,11.6154,10.206,1.4094,6.3504,10.1898,2048.1174,2.5758,5.913,410.832,0,0,0,0,0,18.954
8/4/21 00:00,1623.4506,3.6774,445.9374,0.6804,141.75,11.664,10.206,1.458,6.3504,10.1736,2048.4252,2.8674,6.0426,436.59,0,0,0,0,0,18.9054
8/5/21 00:00,1623.726,3.5964,445.824,0.5994,141.75,11.6154,10.1736,1.458,6.318,10.1412,2049.1542,3.8556,5.913,414.558,0,0,0,0,0,18.9054
8/6/21 00:00,1624.0176,3.4992,445.7106,0.4212,141.264,11.5668,10.0926,1.4742,6.2694,10.0602,2050.029,3.969,6.6906,422.982,0,0,0,0,0,18.9054
8/7/21 00:00,1624.0662,3.402,445.5972,0.2268,140.616,11.5182,9.9954,1.5228,6.2208,9.9792,2050.5636,4.7952,7.0794,408.402,0,0,0,0,0,18.873
8/8/21 00:00,1624.05,3.2238,445.4352,-0.0648,139.806,11.421,9.8658,1.5714,6.1398,9.8334,2051.4384,4.0662,6.3018,413.748,0,0,0,0,0,18.8244
8/9/21 00:00,1624.3578,3.078,445.257,-0.2916,139.32,11.3562,9.7686,1.5876,6.075,9.7362,2052.5238,3.483,5.2002,410.184,0,0,0,0,0,18.7434
8/10/21 00:00,1624.7304,3.1428,445.2894,-0.648,136.728,11.3886,9.6066,1.782,5.9778,9.5904,2052.7668,4.0176,6.0426,409.86,0,0,0,0,0,18.6462
8/11/21 00:00,1624.6494,3.0942,445.257,-0.6966,136.728,11.3562,9.5904,1.7658,5.9616,9.558,2052.9288,4.4388,7.1442,407.268,0,0,0,0,0,18.5328
8/12/21 00:00,1624.7466,3.0132,445.1598,-0.8748,136.08,11.3238,9.5094,1.8144,5.913,9.477,2053.4634,4.3092,6.4962,403.38,0,0,0,0,0,18.4194
8/13/21 00:00,1624.8924,2.9322,445.0788,-1.0368,135.594,11.2752,9.4446,1.8468,5.8644,9.4122,2054.0466,3.2562,5.8482,400.464,0,0,0,0,0,18.306
8/14/21 00:00,1625.2326,2.673,444.7872,-0.9234,137.862,11.1456,9.4932,1.6686,5.8968,9.4608,2055.6666,2.5758,4.6818,397.062,0,0,0,0,0,18.2088
8/15/21 00:00,1625.4432,2.4786,444.5766,-0.9558,138.834,11.0484,9.477,1.5876,5.8806,9.4446,2056.833,3.4668,4.941,402.084,0,0,0,0,0,18.1278
8/16/21 00:00,1625.6214,2.3814,444.447,-1.0368,138.996,10.9998,9.4446,1.5552,5.8644,9.4122,2057.562,2.8026,4.4874,401.112,0,0,0,0,0,18.063
8/17/21 00:00,1625.589,2.3814,444.4632,-1.1502,138.186,11.016,9.396,1.62,5.832,9.3636,2057.481,2.997,5.1354,399.168,0,0,0,0,0,17.9982
8/18/21 00:00,1625.7834,2.3814,444.447,-1.3446,137.052,10.9998,9.315,1.701,5.7834,9.2826,2057.805,3.6936,5.7834,405.972,0,0,0,0,0,17.9658
8/19/21 00:00,1626.2694,2.4138,444.447,-1.4742,136.08,11.016,9.2664,1.7658,5.751,9.2178,2058.2748,2.7054,3.8232,407.268,0,0,0,0,0,17.901
8/20/21 00:00,1626.5124,2.5758,444.5928,-1.6524,133.974,11.1132,9.1854,1.9278,5.7024,9.153,2057.8536,2.8674,5.0058,421.686,0,0,0,0,0,17.8362
8/21/21 00:00,1626.7716,2.9322,444.9168,-1.863,130.572,11.2752,9.0882,2.187,5.6376,9.0558,2056.59,2.9646,4.941,402.894,0,0,0,0,0,17.8038
8/22/21 00:00,1626.885,3.1752,445.1436,-1.8306,129.438,11.4048,9.1044,2.2842,5.6538,9.072,2055.6504,2.8998,4.2768,414.558,0,0,0,0,0,17.8038
8/23/21 00:00,1627.0308,3.321,445.2894,-1.9602,127.818,11.4696,9.0558,2.4138,5.6214,9.0234,2055.1482,2.5758,5.9778,415.044,0,0,0,0,0,17.8686
8/24/21 00:00,1627.29,3.402,445.338,-1.8306,128.142,11.5182,9.1044,2.4138,5.6538,9.072,2055.1158,1.8792,3.4344,418.122,0,0,0,0,0,17.982
8/25/21 00:00,1627.5168,3.2886,445.2246,-1.6848,129.6,11.4534,9.1692,2.2842,5.6862,9.1206,2055.861,2.6244,4.0176,406.296,0,0,0,0,0,18.144
8/26/21 00:00,1627.614,3.2562,445.176,-1.6686,129.924,11.4372,9.1854,2.268,5.6862,9.1368,2056.1364,3.5154,5.1354,408.564,0,0,0,0,0,18.3384
8/27/21 00:00,1627.9704,3.2562,445.1598,-1.6848,129.762,11.4372,9.1692,2.2842,5.6862,9.1206,2056.5738,3.9366,5.3946,413.1,0,0,0,0,0,18.549
8/28/21 00:00,1628.0676,3.2562,445.1436,-1.6686,129.924,11.4372,9.1692,2.268,5.6862,9.1368,2056.7196,4.1796,5.5242,413.586,0,0,0,0,0,18.7434
8/29/21 00:00,1628.2458,3.3534,445.2246,-1.7172,129.114,11.4858,9.153,2.3328,5.6862,9.1044,2056.5414,3.7098,6.3666,410.346,0,0,0,0,0,18.9054
8/30/21 00:00,1628.0676,3.2238,445.1112,-1.5552,130.734,11.421,9.2178,2.2032,5.7186,9.1692,2056.833,4.5684,5.8806,406.62,0,0,0,0,0,19.035
8/31/21 00:00,1628.4402,3.159,445.0302,-1.4742,131.544,11.4048,9.2502,2.1384,5.7348,9.2016,2057.562,4.8924,6.3666,407.268,0,0,0,0,0,19.116
9/1/21 00:00,1628.7318,3.2724,445.095,-1.5228,130.734,11.4534,9.234,2.2032,5.7348,9.1854,2057.4972,4.8762,6.9498,411.318,0,0,0,0,0,19.1808
9/2/21 00:00,1628.9262,3.4506,445.257,-1.62,129.114,11.5344,9.2016,2.349,5.7024,9.153,2056.9302,4.0662,6.3666,415.692,0,0,0,0,0,19.2294
9/3/21 00:00,1628.8938,3.4992,445.3218,-1.7172,128.304,11.5668,9.153,2.3976,5.67,9.1044,2056.6872,4.2282,6.0426,406.134,0,0,0,0,0,19.2618
9/4/21 00:00,1629.153,3.4668,445.2732,-1.7982,127.98,11.5506,9.1206,2.43,5.6538,9.072,2057.157,3.807,5.6538,407.268,0,0,0,0,0,19.3104
9/5/21 00:00,1629.2988,3.4668,445.257,-1.6362,128.952,11.5506,9.1854,2.349,5.7024,9.1368,2057.319,4.3902,6.8202,413.91,0,0,0,0,0,19.359
9/6/21 00:00,1629.4446,3.4668,445.2408,-1.6038,129.114,11.5506,9.2016,2.349,5.7024,9.153,2057.481,4.4226,6.1722,410.67,0,0,0,0,0,19.4238
9/7/21 00:00,1629.639,3.4668,445.2408,-1.62,128.952,11.5506,9.2016,2.349,5.7024,9.1368,2057.7078,4.2606,6.4638,410.994,0,0,0,0,0,19.4886
9/8/21 00:00,1629.7362,3.5154,445.257,-1.701,128.304,11.5668,9.1692,2.4138,5.67,9.1044,2057.6754,4.5522,6.3018,412.938,0,0,0,0,0,19.521
9/9/21 00:00,1629.9468,3.483,445.2084,-1.8306,127.656,11.5506,9.1044,2.4462,5.6376,9.0558,2058.1128,4.6332,6.4962,416.826,0,0,0,0,0,19.5696
9/10/21 00:00,1630.0602,3.5154,445.257,-1.9278,126.846,11.583,9.072,2.511,5.6214,9.0072,2058.0642,3.5154,4.86,416.016,0,0,0,0,0,19.5696
9/11/21 00:00,1630.044,3.564,445.2894,-2.0088,126.198,11.5992,9.0396,2.5596,5.589,8.9748,2057.886,2.9808,4.8276,423.306,0,0,0,0,0,19.5858
9/12/21 00:00,1630.1898,3.4992,445.2246,-2.0088,126.522,11.5668,9.0396,2.5272,5.589,8.9748,2058.3558,2.268,3.888,405,0,0,0,0,0,19.602
9/13/21 00:00,1630.3356,3.402,445.1112,-1.944,127.494,11.5182,9.0558,2.4462,5.6052,9.0072,2058.9714,2.997,6.4962,414.72,0,0,0,0,0,19.6506
9/14/21 00:00,1630.4814,3.3696,445.0626,-1.9116,127.818,11.502,9.072,2.43,5.6214,9.0072,2059.3116,3.24,4.9896,419.094,0,0,0,0,0,19.7316
9/15/21 00:00,1630.4814,3.3534,445.0464,-1.8792,128.142,11.4858,9.0882,2.3976,5.6376,9.0396,2059.3602,3.24,5.0706,406.458,0,0,0,0,0,19.8126
9/16/21 00:00,1630.53,3.2724,444.9654,-1.8954,128.466,11.4534,9.0882,2.3652,5.6214,9.0234,2059.8138,2.4948,5.6214,408.888,0,0,0,0,0,19.8774
9/17/21 00:00,1630.5948,3.321,445.014,-2.0088,127.494,11.4858,9.0396,2.4462,5.589,8.9748,2059.6518,2.673,4.2768,421.038,0,0,0,0,0,19.9422
9/18/21 00:00,1630.854,3.3534,445.0302,-2.0736,127.008,11.4858,9.0072,2.4786,5.5728,8.9424,2059.8624,2.1546,4.5036,439.83,0,0,0,0,0,19.9908
9/19/21 00:00,1630.9026,3.3858,445.0464,-2.0736,126.846,11.502,9.0072,2.4948,5.5728,8.9586,2059.7814,2.268,4.8276,444.852,0,0,0,0,0,20.0556
9/20/21 00:00,1630.935,3.3372,444.9978,-2.106,126.846,11.4858,8.991,2.4948,5.5728,8.9262,2060.0406,2.1384,4.3416,422.172,0,0,0,0,0,20.1204
9/21/21 00:00,1631.097,3.2724,444.9168,-2.3166,126.036,11.4534,8.91,2.5434,5.508,8.8452,2060.5914,2.43,4.2768,402.408,0,0,0,0,0,20.169
9/22/21 00:00,1631.259,3.402,445.0464,-2.6244,123.606,11.5182,8.7804,2.7216,5.4432,8.7318,2060.2674,2.8674,4.4064,408.726,0,0,0,0,0,20.2338
9/23/21 00:00,1631.3886,3.483,445.1112,-2.8512,121.824,11.5668,8.6994,2.8674,5.3784,8.6346,2060.073,2.673,4.4064,415.206,0,0,0,0,0,20.2986
9/24/21 00:00,1631.2914,3.5316,445.1598,-2.9322,121.176,11.583,8.667,2.916,5.3622,8.6022,2059.7652,3.483,4.4712,400.464,0,0,0,0,0,20.3472
9/25/21 00:00,1631.4048,3.5154,445.1436,-2.8674,121.662,11.5668,8.6832,2.8836,5.3784,8.6346,2059.992,3.5154,4.86,406.296,0,0,0,0,0,20.3796
9/26/21 00:00,1631.4048,3.483,445.1112,-2.997,121.014,11.5668,8.6346,2.9322,5.346,8.5698,2060.1216,2.3652,3.6288,403.218,0,0,0,0,0,20.412
9/27/21 00:00,1631.4696,3.5478,445.176,-3.4344,118.26,11.5992,8.4564,3.1266,5.2326,8.4078,2060.0082,2.673,4.0176,416.016,0,0,0,0,0,20.412
9/28/21 00:00,1631.6316,3.6936,445.2894,-3.7584,115.83,11.664,8.343,3.321,5.1678,8.2782,2059.6356,2.5434,4.7304,405.162,0,0,0,0,0,20.4606
9/29/21 00:00,1631.6802,3.6774,445.2732,-3.5964,116.802,11.664,8.4078,3.2562,5.2002,8.343,2059.7166,2.6082,4.212,403.866,0,0,0,0,0,20.493
9/30/21 00:00,1631.8098,3.6612,445.257,-3.8718,115.344,11.6478,8.2944,3.3534,5.1354,8.2296,2059.9758,2.0736,3.6936,425.25,0,0,0,0,0,20.5578
